,username,tweet,date_posted,expanded_tweet,highway,streets,exits,directions,locs,lanes,relocs,town
1473,511nji295,"Construction, construction on I-295 northbound from Exit 26N - I-76/I-676 (Bellmawr) to North of Exit 26S - NJ 42/I-76/I-676 (Bellmawr) 2 right lanes closed until 5:00 A.M. use caution https://511nj.org/event/ORI214044201?68 …",2019-10-25 01:00:58+00:00,"Construction, construction on Interstate 295 northbound from Exit 26N - Interstate 76/Interstate 676 (Bellmawr) to North of Exit 26S - NJ 42/Interstate 76/Interstate 676 (Bellmawr) 2 right lanes closed until 5:00 A.M. use caution https://511nj.org/event/ORI214044201?68 …",Interstate 295,,"Exit 26N - Interstate 76/Interstate 676, Exit 26S - NJ 42/Interstate 76/Interstate 676",northbound,,2 right lanes,from,"Bellmawr, Bellmawr"
1474,511nji295,"Construction, roadwork on US 1 both directions from Olden Ave (Trenton) to Whitehead Rd (Lawrence Twp) right lane closed intermittently until 6:00 A.M. https://511nj.org/event/ORI214045201?2 …",2019-10-25 01:00:58+00:00,"Construction, roadwork on US-1 both directions from Olden Ave (Trenton) to Whitehead Road (Lawrence Township ) right lane closed intermittently until 6:00 A.M. https://511nj.org/event/ORI214045201?2 …","US-1, Olden Ave",Whitehead Road,,both directions,,right lane,from,"Trenton, Lawrence Township"
1475,511nji295,"Construction, roadwork on I-295 both directions between North of Exit 47 - CR 541/Burlington-Mount Holly Rd (Burlington Twp) and South of Exit 52 - Columbus Rd (Mansfield Twp) 1 to 2 lanes closed until 6:00 A.M. use caution https://511nj.org/event/ORI214044001?625 …",2019-10-25 01:00:58+00:00,"Construction, roadwork on Interstate 295 both directions between North of Exit 47 - Country Route 541/Burlington-Mount Holly Road (Burlington Township ) and South of Exit 52 - Columbus Road (Mansfield Township ) 1 to 2 lanes closed until 6:00 A.M. use caution https://511nj.org/event/ORI214044001?625 …",Interstate 295,,"Exit 47 - Country Route 541/Burlington-Mount Holly Road, Exit 52 - Columbus Road",both directions,,1 to 2 lanes,between North of,"Burlington Township, Mansfield Township"
1476,511nji295,"Construction, construction on I-295 southbound ramp to westbound Exit 26S - NJ 42/I-76/I-676 (Bellmawr) exit ramp closed and detoured until 5:00 A.M. follow detour https://511nj.org/event/ORI214045001?753 …",2019-10-25 01:00:58+00:00,"Construction, construction on Interstate 295 southbound ramp to westbound Exit 26S - NJ 42/Interstate 76/Interstate 676 (Bellmawr) exit ramp closed and detoured until 5:00 A.M. follow detour https://511nj.org/event/ORI214045001?753 …",Interstate 295,,westbound Exit 26S - NJ 42/Interstate 76/Interstate 676,southbound,,ramp,,Bellmawr
1477,511nji195,"Construction, bridge work on I-195 both directions East of Exit 16 - CR 537/Great Adventure (Jackson Twp) to East of Exit 21 - CR 527 (Jackson Twp) 1 lane may be closed until 4:00 A.M. https://511nj.org/event/ORI214043801?503 …",2019-10-25 01:00:57+00:00,"Construction, bridge work on Interstate 195 both directions East of Exit 16 - Country Route 537/Great Adventure (Jackson Township ) to East of Exit 21 - Country Route 527 (Jackson Township ) 1 lane may be closed until 4:00 A.M. https://511nj.org/event/ORI214043801?503 …",Interstate 195,,"Exit 16 - Country Route 537/Great Adventure, Exit 21 - Country Route 527",both directions,,1 lane,East of,"Jackson Township, Jackson Township"
1478,511nji295,"Construction, utility work on NJ 27 both directions from South of CR 605/River Rd (Princeton Twp) to North of Harrison St (Princeton Twp) alternate lanes closed intermittently until 6:00 A.M. https://511nj.org/event/ORI214044101?938 …",2019-10-25 01:00:57+00:00,"Construction, utility work on NJ 27 both directions from South of Country Route 605/River Road (Princeton Township ) to North of Harrison Street (Princeton Township ) alternate lanes closed intermittently until 6:00 A.M. https://511nj.org/event/ORI214044101?938 …",NJ 27,"Country Route 605/River Road, Harrison Street",,both directions,,alternate lanes,from South of,"Princeton Township, Princeton Township"
1479,511njace,"Construction, drainage improvements on Atlantic City Expressway westbound from West of Exit 5 - US 9 (Egg Harbor Twp) to West of Exit 7 - Garden State Pkwy (Egg Harbor Twp) right and center lanes closed until 5:00 A.M. MOVE https://511nj.org/event/ORI214043501?39 …",2019-10-25 00:41:57+00:00,"Construction, drainage improvements on Atlantic City Expressway westbound from West of Exit 5 - US-9 (Egg Harbor Township ) to West of Exit 7 - Garden State Pkwy (Egg Harbor Township ) right and center lanes closed until 5:00 A.M. MOVE https://511nj.org/event/ORI214043501?39 …",Atlantic City Expressway,,"Exit 5 - US-9, Exit 7 - Garden State Pkwy",westbound,,right and,"from, West of, West of","Egg Harbor Township, Egg Harbor Township"
1480,NJTRANSIT_RL,The River Line is on or close to schedule in both directions following earlier delays due to a disabled train at Cass St.,2019-10-25 00:25:45+00:00,The River Line is on or close to schedule in both directions following earlier delays due to a disabled train at Cass St.,,,,,,,,both
1481,511njgsp,Roadwork on Garden State Parkway Northbound at South of Exit 130B-A - US 1 (Woodbridge Twp) ramp closed until 6:00 A.M. https://511nj.org/event/ORI214043201?490 …,2019-10-25 00:23:57+00:00,Roadwork on Garden State Parkway Northbound at South of Exit 130B-A - US-1 (Woodbridge Township ) ramp closed until 6:00 A.M. https://511nj.org/event/ORI214043201?490 …,Garden State Parkway,,Exit 130B-A - US-1,Northbound,,,South of,Woodbridge Township
1482,511njgsp,Roadwork on Garden State Parkway southbound North of Exit 127 - US 9/I-287/NJ 440 (Woodbridge Twp) to North of Exit 124 - Main St (Sayreville) 4 left lanes closed for repairs until 6:00 A.M. https://511nj.org/event/ORI214043101?327 …,2019-10-25 00:20:57+00:00,Roadwork on Garden State Parkway southbound North of Exit 127 - US-9/Interstate 287/NJ 440 (Woodbridge Township ) to North of Exit 124 - Main Street (Sayreville) 4 left lanes closed for repairs until 6:00 A.M. https://511nj.org/event/ORI214043101?327 …,Garden State Parkway,,,southbound,,left lanes,North of,Sayreville
1483,511njtpk,Roadwork on New Jersey Turnpike Western Spur Northbound between Southern Mixing Bowl (Newark) and South of Northern Mixing Bowl (Ridgefield) all lanes closed until 4:00 A.M. https://511nj.org/event/ORI214043001?900 …,2019-10-25 00:15:58+00:00,Roadwork on New Jersey Turnpike Western Spur Northbound between Southern Mixing Bowl (Newark) and South of Northern Mixing Bowl (Ridgefield) all lanes closed until 4:00 A.M. https://511nj.org/event/ORI214043001?900 …,New Jersey Turnpike Western Spur,"Southern Mixing Bowl, Northern Mixing Bowl",,Northbound,,all lanes,"between, and South of","Newark, Ridgefield"
1484,511njtpk,Roadwork on New Jersey Turnpike northbound Interchange 15W - I-280 (Kearny) ramp closed until 4:00 A.M. https://511nj.org/event/ORI214042901?583 …,2019-10-25 00:13:57+00:00,Roadwork on New Jersey Turnpike northbound Interchange 15W - Interstate 280 (Kearny) ramp closed until 4:00 A.M. https://511nj.org/event/ORI214042901?583 …,"New Jersey Turnpike, Interstate 280",,,Interchange 15W,,,,Kearny
1485,NJTRANSIT_NBUS,"Bus service traveling to/from the Downtown Newark area is operating on or close to schedule following an earlier demonstration on Broad St, in Newark.",2019-10-25 00:12:34+00:00,"Bus service traveling to/from the Downtown Newark area is operating on or close to schedule following an earlier demonstration on Broad St, in Newark.","Downtown Newark, Broad St,",,,area,,,,Newark
1486,511njtpk,"Roadwork, on New Jersey Turnpike northbound Interchange 15E - US 1&9 (Newark) ramp closed until 4:00 A.M. https://511nj.org/event/ORI214040201?988 …",2019-10-25 00:11:58+00:00,"Roadwork, on New Jersey Turnpike northbound Interchange 15E - US-1&9 (Newark) ramp closed until 4:00 A.M. https://511nj.org/event/ORI214040201?988 …","New Jersey Turnpike, Interchange 15E - US-1&9",,,northbound,,,,Newark
1487,511njtpk,"Roadwork, roadwork on New Jersey Turnpike northbound Interchange 15E - US 1&9 (Newark) ramp closed until 4:00 A.M. https://511nj.org/event/ORI214040201?974 …",2019-10-25 00:09:57+00:00,"Roadwork, roadwork on New Jersey Turnpike northbound Interchange 15E - US-1&9 (Newark) ramp closed until 4:00 A.M. https://511nj.org/event/ORI214040201?974 …","New Jersey Turnpike, Interchange 15E - US-1&9",,,northbound,,,,Newark
1488,511njtpk,Roadwork on New Jersey Turnpike - Western Spur northbound Interchange 15E - US 1&9 (Newark) ramp closed until 4:00 A.M. https://511nj.org/event/ORI214040201?36 …,2019-10-25 00:06:58+00:00,Roadwork on New Jersey Turnpike - Western Spur northbound Interchange 15E - US-1&9 (Newark) ramp closed until 4:00 A.M. https://511nj.org/event/ORI214040201?36 …,New Jersey Turnpike - Western Spur northbound Interchange 15E - US-1&9,,,,,,,Newark
1489,511njgsp,"Construction, scheduled roadwork on Garden State Parkway southbound North of Exit 127 - US 9/I-287/NJ 440 (Woodbridge Twp) to North of Exit 124 - Main St (Sayreville) until 10:00 A.M. up to 3 to 4 lanes closed https://511nj.org/event/ORI214040907?776 …",2019-10-25 00:02:00+00:00,"Construction, scheduled roadwork on Garden State Parkway southbound North of Exit 127 - US-9/Interstate 287/NJ 440 (Woodbridge Township ) to North of Exit 124 - Main Street (Sayreville) until 10:00 A.M. up to 3 to 4 lanes closed https://511nj.org/event/ORI214040907?776 …",Garden State Parkway,,,southbound,,,North of,Sayreville
1490,511nji295,"Construction, barrier repairs on I-195 both directions West of Exit 5 - US 130 (Hamilton Twp) to East of Exit 5 - US 130 (Hamilton Twp) 1 lane closed until 5:00 A.M. https://511nj.org/event/ORI214038601?540 …",2019-10-25 00:02:00+00:00,"Construction, barrier repairs on Interstate 195 both directions West of Exit 5 - US-130 (Hamilton Township ) to East of Exit 5 - US-130 (Hamilton Township ) 1 lane closed until 5:00 A.M. https://511nj.org/event/ORI214038601?540 …",Interstate 195,,"Exit 5 - US-130, Exit 5 - US-130",both directions,,1 lane,"West of, East of","Hamilton Township, Hamilton Township"
1491,511nji287,"Construction, moving operation on I-287 southbound between Exit 47 - US 202 (Montville Twp) and Exit 41 - I-80 (Parsippany-Troy Hills Twp) various lanes closed for repairs until 6:00 A.M. https://511nj.org/event/ORI214039501?752 …",2019-10-25 00:02:00+00:00,"Construction, moving operation on Interstate 287 southbound between Exit 47 - US-202 (Montville Township ) and Exit 41 - Interstate 80 (Parsippany-Troy Hills Township ) various lanes closed for repairs until 6:00 A.M. https://511nj.org/event/ORI214039501?752 …","Interstate 287, Exit 41 - Interstate 80",,Exit 47 - US-202,southbound,,various lanes,between,"Montville Township, Parsippany-Troy Hills Township"
1492,511nji676,"Construction, milling on I-676 southbound South of Exit 5 - CR 537 (Camden) left and center lanes closed until 5:00 A.M. https://511nj.org/event/ORI214039901?508 …",2019-10-25 00:02:00+00:00,"Construction, milling on Interstate 676 southbound South of Exit 5 - Country Route 537 (Camden) left and center lanes closed until 5:00 A.M. https://511nj.org/event/ORI214039901?508 …",Interstate 676,,Exit 5 - Country Route 537,southbound,,left and,South of,Camden
1493,511nji195,"Construction, roadwork on I-195 both directions from Exit 22 - CR 638 (Jackson Twp) to East of Exit 22 - CR 638 (Jackson Twp) left lane closed until 5:00 A.M. https://511nj.org/event/ORI214038301?66 …",2019-10-25 00:01:59+00:00,"Construction, roadwork on Interstate 195 both directions from Exit 22 - Country Route 638 (Jackson Township ) to East of Exit 22 - Country Route 638 (Jackson Township ) left lane closed until 5:00 A.M. https://511nj.org/event/ORI214038301?66 …",Interstate 195,,"Exit 22 - Country Route 638, Exit 22 - Country Route 638",both directions,,left lane,"from, East of","Jackson Township, Jackson Township"
1494,511nji78,"Construction, bridge maintenance operations on I-78 both directions between Exit 57 - US 1&9/NJ 21 (Newark) and Exit 58 - US 1&9/E. Port St (Newark) 1 to 2 lanes closed for repairs until 6:00 A.M. https://511nj.org/event/ORI214039001?599 …",2019-10-25 00:01:59+00:00,"Construction, bridge maintenance operations on Interstate 78 both directions between Exit 57 - US-1&9/NJ 21 (Newark) and Exit 58 - US-1&9/E. Port Street (Newark) 1 to 2 lanes closed for repairs until 6:00 A.M. https://511nj.org/event/ORI214039001?599 …",Interstate 78,,"Exit 57 - US-1&9/NJ 21, Exit 58 - US-1&9/E. Port Street",both directions,,1 to 2 lanes,between,"Newark, Newark"
1495,511nji195,"Construction, construction on I-195 eastbound West of Exit 11 - CR 524 (Upper Freehold Twp) left lane closed until 5:00 A.M. https://511nj.org/event/ORI214039401?83 …",2019-10-25 00:01:59+00:00,"Construction, construction on Interstate 195 eastbound West of Exit 11 - Country Route 524 (Upper Freehold Township ) left lane closed until 5:00 A.M. https://511nj.org/event/ORI214039401?83 …",Interstate 195,,Exit 11 - Country Route 524,eastbound,,left lane,West of,Upper Freehold Township
1496,511nji287,"Construction, construction on I-287 both directions between Exit 35 - NJ 124 (Morristown) and Exit 42 - US 46 (Parsippany-Troy Hills Twp) right lane closed for repairs until 6:00 A.M. https://511nj.org/event/ORI214039601?330 …",2019-10-25 00:01:59+00:00,"Construction, construction on Interstate 287 both directions between Exit 35 - NJ 124 (Morristown) and Exit 42 - US-46 (Parsippany-Troy Hills Township ) right lane closed for repairs until 6:00 A.M. https://511nj.org/event/ORI214039601?330 …",Interstate 287,,"Exit 35 - NJ 124, Exit 42 - US-46",both directions,,right lane,between,"Morristown, Parsippany-Troy Hills Township"
1497,511nji195,"Construction, barrier repairs on I-195 both directions West of Exit 5 - US 130 (Hamilton Twp) to East of Exit 5 - US 130 (Hamilton Twp) 1 lane closed until 5:00 A.M. https://511nj.org/event/ORI214038601?540 …",2019-10-25 00:01:59+00:00,"Construction, barrier repairs on Interstate 195 both directions West of Exit 5 - US-130 (Hamilton Township ) to East of Exit 5 - US-130 (Hamilton Township ) 1 lane closed until 5:00 A.M. https://511nj.org/event/ORI214038601?540 …",Interstate 195,,"Exit 5 - US-130, Exit 5 - US-130",both directions,,1 lane,"West of, East of","Hamilton Township, Hamilton Township"
1498,511nji295,"Construction, drainage improvements on US 130 northbound at Hankins Rd (Robbinsville) 1 lane closed until 6:00 A.M. https://511nj.org/event/ORI214038001?278 …",2019-10-25 00:01:58+00:00,"Construction, drainage improvements on US-130 northbound at Hankins Road (Robbinsville) 1 lane closed until 6:00 A.M. https://511nj.org/event/ORI214038001?278 …",US-130,Hankins Road,,northbound,,1 lane,at,Robbinsville
1499,511nj24,"Construction, paving operations on NJ 24 both directions I-287 (Hanover Twp) to I-78 (Springfield Twp) right lane closed for repairs until 6:00 A.M. ,UTFC https://511nj.org/event/ORI214038801?817 …",2019-10-25 00:01:58+00:00,"Construction, paving operations on NJ 24 both directions Interstate 287 (Hanover Township ) to Interstate 78 (Springfield Township ) right lane closed for repairs until 6:00 A.M. ,UTFC https://511nj.org/event/ORI214038801?817 …","NJ 24, Interstate 287, Interstate 78",,,both directions,,right lane,to,"Hanover Township, Springfield Township"
